course_id,course_title,course_title_english,course_description,subdomain_id,course_url
EEA0077,PAKEJ TEKNOLOGI TANAMAN KELAPA,Package of coconut crop technology,"This course offers a deep dive into Package of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Package practices.",92,
EEA0078,DIAGNOSTIK TANAMAN KONTAN,Diagnostics of a contender crop,"This course offers a deep dive into Diagnostics of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Diagnostics practices.",92,
EEA0080,PENGURUSAN TANAH SIRI 1,Land Management Series 1,"This course offers a deep dive into Land Management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Land practices.",96,
EEA0081,TEKNIK PEMPEROSESAN KOPI,Coffee -drilling techniques,"This course offers a deep dive into Coffee -drilling, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Coffee practices.",156,https://www.dtims.intan.my/detail_course/iQRiG8vNrOgwoKyQ
EEA0082,TEKNOLOGI PENGHASILAN MADU KELULUT BERKUALITI TINGGI,High quality honey honey production technology,"This course offers a deep dive into High quality, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of High practices.",94,https://www.dtims.intan.my/detail_course/hv0w4RO49fO38Dmh
EEA0083,PAKEJ TEKNOLOGI TANAMAN DURIAN BELANDA,Dutch Durian Technology Package,"This course offers a deep dive into Dutch Durian, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Dutch practices.",94,https://www.dtims.intan.my/detail_course/VEcCqiGHxKPrc4Uz
EEA0084,KESEDARAN KEPENTINGAN KESIHATAN EMOSI DI TEMPAT KERJA DAN KEHIDUPAN SEHARIAN ZON SELATAN,Awareness of the importance of emotional health in the workplace and daily life of the Southern Zone,"This course offers a deep dive into Awareness of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Awareness practices.",100,
EEA0085,KHIDMAT PENGEMBANGAN MELALUI APLIKASI TIKTOK,Development Services Through Tiktok Application,"This course offers a deep dive into Development Services, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Development practices.",120,https://www.dtims.intan.my/detail_course/AiKl7HT2yUP8LvSV
EEA0087,"PENGUKUHAN GOVERNANS, INTEGRITI DAN ANTIRASUAH","Reinforcement of government, integrity and anti -corrosion","This course offers a deep dive into Reinforcement of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Reinforcement practices.",81,
EJA0003,TEKNOLOGI TANAMAN FERTIGASI ROCK MELON (UPSKILLING GS),Melon Rock Fertility Plant Technology (Upskilling GS),"This course offers a deep dive into Melon Rock, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Melon practices.",94,
EJA0004,TEKNOLOGI TANAMAN ASAS HIDROPONIK SAYURAN NFT (UPSKILLING GS),NFT Hydroponic Hydroponic Crop Technology (Upskilling GS),"This course offers a deep dive into NFT Hydroponic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of NFT practices.",94,
EMA0001,TANAMAN FERTIGASI SECARA PERTANIAN PINTAR (SMART FARMING) - SIRI 1 (UPSKILLING GS),Smart Farming Fertilizer (Smart Farming) - Series 1 (Upskilling GS),"This course offers a deep dive into Smart Farming, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Smart practices.",90,
EMB0001,TEKNOLOGI TANAMAN ASAS FERTIGASI CILI SIRI 2 UPSKILLING GS,Basic Crop Technology Chili Fertilization Series 2 Upskilling GS,"This course offers a deep dive into Basic Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",90,
ENA0001,TEKNOLOGI TANAMAN ASAS HIDROPONIK (NFT) SAYURAN BERDAUN - SAWI (SIRI 1) - (UPSKILLING GS),Hydroponic Basic Crop Technology (NFT) leafy vegetables - Sawi (Series 1) - (Upskilling GS),"This course offers a deep dive into Hydroponic Basic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Hydroponic practices.",90,
ETA0001,TEKNOLOGI TANAMAN ASAS FERTIGASI CILI (SIRI 4) - UPSKILLING GS,Basic Crop Technology Chili Fertilization (Series 4) - Upskilling GS,"This course offers a deep dive into Basic Crop, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Basic practices.",94,
ETA0002,TEKNOLOGI TANAMAN FERTIGASI MELON MANIS TERENGGANU (UPSKILLING GS),Terengganu Sweet Melon Fertilization Technology (Upskilling GS),"This course offers a deep dive into Terengganu Sweet, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Terengganu practices.",90,
EWA0001,TEKNOLOGI TANAMAN ASAS HIDROPONIK (NFT) SAYURAN BERDAUN (UPSKILLING-GS),Hydroponic Basic Crop Technology (NFT) leafy vegetables (upskilling-GS),"This course offers a deep dive into Hydroponic Basic, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Hydroponic practices.",90,
FZA0001,"HEALTH, FITNESS AND HAPPINESS","Health, Fitness and Happiness","This course offers a deep dive into Health, Fitness, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Health, practices.",100,https://www.dtims.intan.my/detail_course/BE6kxzFLReJnaFm0
FZA0002,PROFESIONALISME DIRI UNGGUL,Professionalism Solid Self,"This course offers a deep dive into Professionalism Solid, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Professionalism practices.",81,
FZA0003,PENGURUSAN HARTA DAN PERANCANGAN PEWARISAN,Property management and inheritance planning,"This course offers a deep dive into Property management, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Property practices.",102,
FZA0004,PERSEDIAAN PSIKOLOGI UNTUK BAKAL PESARA,Psychological preparations for potential pensioners,"This course offers a deep dive into Psychological preparations, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Psychological practices.",107,
FZA0005,FAEDAH DAN PENGURUSAN PERSARAAN - APA BAKAL PESARA PERLU TAHU?,BENEFITS AND RETIREMENT MANAGEMENT - WHAT PERSONS SHOULD YOU KNOW?,"This course offers a deep dive into BENEFITS AND, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of BENEFITS practices.",59,https://www.dtims.intan.my/detail_course/WfcCyoGqnzCKQAun
FZA0006,MANAGING YOURSELF,Managing Yourself,"Explore the nuances of Managing Yourself with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",59,
FZA0007,PERTANIAN BANDAR,Agriculture,"Explore the nuances of Agriculture with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",94,
FZA0008,LITERASI KEWANGAN DEMI ESOK DAN MASA DEPAN,Financial Literacy by tomorrow and the future,"This course offers a deep dive into Financial Literacy, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Financial practices.",88,
FZA0009,PENYEDIAAN SPESIFIKASI DAN SKEMA PEMARKAHAN SEBUT HARGA/TENDER,Preparation of Specifications and Quotation Scoring Scheme/Tender,"This course offers a deep dive into Preparation of, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Preparation practices.",48,
FZA0010,ASAS KEUSAHAWANAN,The basis of entrepreneurship,"This course offers a deep dive into The basis, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of The practices.",37,https://www.dtims.intan.my/detail_course/NK0r2N0b7V7wkepI
FZA0011,PERTANIAN DIGITAL (SMART FARMING),Digital Agriculture (Smart Farming),"This course offers a deep dive into Digital Agriculture, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Digital practices.",94,
FZA0012,ANJAKAN PARADIGMA KEPADA BAKAL PESARA,Paradigm shift to potential retirees,"This course offers a deep dive into Paradigm shift, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Paradigm practices.",81,
HAA0001,STRATEGI PEMASARAN DIGITAL MELALUI COPYWRITING DAN STORYTELLING (UPSKILLING PP),Digital marketing strategies through Copywriting and Storytelling (Upskilling PP),"This course offers a deep dive into Digital marketing, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Digital practices.",152,
HAA0003,UPSKILLING FACEBOOK ADS (UPSKILLING/PP),Upskilling Facebook Ads (Upskilling/PP),"This course offers a deep dive into Upskilling Facebook, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Upskilling practices.",152,
HAA0012,PENINGKATAN PEMBEKALAN PEMBEKALAN HASIL KELUARAN PERTANIAN/PERTENAKAN BERKUALITI TINGGI MELALUI PENGENDALIAN LEPAS TUAI (UPSKILLING/PP),Increased supply of high quality agricultural produce/product produce through postal handling (upskilling/pp),"This course offers a deep dive into Increased supply, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Increased practices.",158,
HAA0013,PENINGKATAN PEMBEKALAN PEMBEKALAN HASIL KELUARAN PERTANIAN/PERTENAKAN BERKUALITI TINGGI - PENGIRAAN KOS MARGIN (UPSKILLING/PP),Increased supply supply supply of agricultural products,"This course offers a deep dive into Increased supply, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Increased practices.",158,
