course_id,title,job_role,skills_required,sub_skills_required,description,subdomain_id,subdomain_name
KPB0004,Integrated Public Project Management Certification (3Pab) - Module III Project Implementation and Monitoring,,,,"This course offers a deep dive into Integrated Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",52,
KPB0005,Integrated Public Project Management Certification (3pab) - Module IV Project and Governant Assessment in Project,,,,"This course offers a deep dive into Integrated Public, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Integrated practices.",52,
KPA0005,Public Private Partnership),,,,"This course offers a deep dive into Public Private, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Public practices.",52,
KPA0001,MasterClass in Public Policy Making,,,,"This course offers a deep dive into MasterClass in, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MasterClass practices.",54,
KPE1001,DPA Government Administration and Public Policy Management,,,,"This course offers a deep dive into DPA Government, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of DPA practices.",54,
KPA0003,MasterClass on Civil Service Collaboration,,,,"This course offers a deep dive into MasterClass on, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MasterClass practices.",54,
KPA0004,MasterClass on Civil Service Good Governance,,,,"This course offers a deep dive into MasterClass on, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MasterClass practices.",54,
KPA0002,UTILIZING REGULATORY IMPACT ANALYSIS (RIA) FOR BETTER REGULATION,,,,"This course offers a deep dive into UTILIZING REGULATORY, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of UTILIZING practices.",54,
TZA0019,Nation,,,,"Explore the nuances of Nation with a detailed curriculum designed to cover both foundational and advanced concepts, catering to learners who wish to excel in this area.",54,
KPA0007,Introduction to Behavioral Insights in Policy Making,,,,"This course offers a deep dive into Introduction to, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Introduction practices.",54,
KEA0023,MALAYSIA MADANI PERKHIDMATAN AWAM,,,,"This course offers a deep dive into MALAYSIA MADANI, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of MALAYSIA practices.",54,
BZA0004,HORIZON BAHARU KUMPULAN INOVATIF DAN KREATIF (KIK),,,,"This course offers a deep dive into HORIZON BAHARU, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of HORIZON practices.",56,
UZA0015,HORIZON BAHARU KUMPULAN INOVATIF DAN KREATIF (KIK),,,,"This course offers a deep dive into HORIZON BAHARU, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of HORIZON practices.",56,
KNA0004,KIK's new Horizon Rating panel,,,,"This course offers a deep dive into KIK's new, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of KIK's practices.",56,
KNA0003,New horizon kik,,,,"This course offers a deep dive into New horizon, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of New practices.",56,
UZA0018,Design Thinking MasterClass,,,,"This course offers a deep dive into Design Thinking, focusing on advanced techniques, practical applications, and industry-relevant insights to help participants stay at the forefront of Design practices.",56,
